job_id,node,backend,size_bytes,loop_count,trial,avg_time_s,gbps,correctness
946584,gn1230,MPI,524288,50,1,0.000035063,14.952951172,PASS
946584,gn1230,MPI,524288,50,2,0.000034846,15.045828697,PASS
946584,gn1230,MPI,524288,50,3,0.000033638,15.586080357,PASS
946584,gn1230,MPI,1048576,50,1,0.000053239,19.695762440,PASS
946584,gn1230,MPI,1048576,50,2,0.000054979,19.072140759,PASS
946584,gn1230,MPI,1048576,50,3,0.000052570,19.946455685,PASS
946584,gn1230,MPI,2097152,50,1,0.000097590,21.489399485,PASS
946584,gn1230,MPI,2097152,50,2,0.000098032,21.392537983,PASS
946584,gn1230,MPI,2097152,50,3,0.000097440,21.522551115,PASS
946584,gn1230,MPI,4194304,50,1,0.000184279,22.760572711,PASS
946584,gn1230,MPI,4194304,50,2,0.000184993,22.672830231,PASS
946584,gn1230,MPI,4194304,50,3,0.000185112,22.658232840,PASS
946584,gn1230,MPI,8388608,50,1,0.000359130,23.358118860,PASS
946584,gn1230,MPI,8388608,50,2,0.000359927,23.306425272,PASS
946584,gn1230,MPI,8388608,50,3,0.000359127,23.358329594,PASS
946584,gn1230,MPI,16777216,50,1,0.000706475,23.747784087,PASS
946584,gn1230,MPI,16777216,50,2,0.000706802,23.736802613,PASS
946584,gn1230,MPI,16777216,50,3,0.000706281,23.754300695,PASS
946584,gn1230,MPI,33554432,50,1,0.001398854,23.987084172,PASS
946584,gn1230,MPI,33554432,50,2,0.001549711,21.652052816,PASS
946584,gn1230,MPI,33554432,50,3,0.001399591,23.974460705,PASS
946584,gn1230,MPI,67108864,50,1,0.002782729,24.116205438,PASS
946584,gn1230,MPI,67108864,50,2,0.002783123,24.112787379,PASS
946584,gn1230,MPI,67108864,50,3,0.002783381,24.110552812,PASS
946584,gn1230,MPI,134217728,50,1,0.005549965,24.183527402,PASS
946584,gn1230,MPI,134217728,50,2,0.005549809,24.184206525,PASS
946584,gn1230,MPI,134217728,50,3,0.005549393,24.186017706,PASS
946584,gn1230,MPI,268435456,50,1,0.011083903,24.218496012,PASS
946584,gn1230,MPI,268435456,50,2,0.011084199,24.217849920,PASS
946584,gn1230,MPI,268435456,50,3,0.011083063,24.220330755,PASS
946584,gn1230,MPI,536870912,50,1,0.022148361,24.239758517,PASS
946584,gn1230,MPI,536870912,50,2,0.022148892,24.239177138,PASS
946584,gn1230,MPI,536870912,50,3,0.022148069,24.240078126,PASS
946584,gn1230,MPI,1073741824,50,1,0.044276359,24.250906033,PASS
946584,gn1230,MPI,1073741824,50,2,0.044276426,24.250869374,PASS
946584,gn1230,MPI,1073741824,50,3,0.044276810,24.250659152,PASS
946584,gn1230,NCCL,524288,50,1,0.000051693,10.142281495,PASS
946584,gn1230,NCCL,524288,50,2,0.000051259,10.228287412,PASS
946584,gn1230,NCCL,524288,50,3,0.000050789,10.322861122,PASS
946584,gn1230,NCCL,1048576,50,1,0.000073877,14.193562884,PASS
946584,gn1230,NCCL,1048576,50,2,0.000073884,14.192143225,PASS
946584,gn1230,NCCL,1048576,50,3,0.000073755,14.217067841,PASS
946584,gn1230,NCCL,2097152,50,1,0.000120048,17.469347349,PASS
946584,gn1230,NCCL,2097152,50,2,0.000119997,17.476699215,PASS
946584,gn1230,NCCL,2097152,50,3,0.000120093,17.462663252,PASS
946584,gn1230,NCCL,4194304,50,1,0.000216330,19.388444761,PASS
946584,gn1230,NCCL,4194304,50,2,0.000216529,19.370650954,PASS
946584,gn1230,NCCL,4194304,50,3,0.000216296,19.391519363,PASS
946584,gn1230,NCCL,8388608,50,1,0.000416814,20.125526391,PASS
946584,gn1230,NCCL,8388608,50,2,0.000417076,20.112877622,PASS
946584,gn1230,NCCL,8388608,50,3,0.000416787,20.126851396,PASS
946584,gn1230,NCCL,16777216,50,1,0.000801018,20.944869486,PASS
946584,gn1230,NCCL,16777216,50,2,0.000800801,20.950531757,PASS
946584,gn1230,NCCL,16777216,50,3,0.000801435,20.933958199,PASS
946584,gn1230,NCCL,33554432,50,1,0.001494968,22.444920901,PASS
946584,gn1230,NCCL,33554432,50,2,0.001494859,22.446557057,PASS
946584,gn1230,NCCL,33554432,50,3,0.001494917,22.445687674,PASS
946584,gn1230,NCCL,67108864,50,1,0.002959416,22.676385128,PASS
946584,gn1230,NCCL,67108864,50,2,0.002959413,22.676410797,PASS
946584,gn1230,NCCL,67108864,50,3,0.002959332,22.677032700,PASS
946584,gn1230,NCCL,134217728,50,1,0.005888178,22.794439478,PASS
946584,gn1230,NCCL,134217728,50,2,0.005888114,22.794690762,PASS
946584,gn1230,NCCL,134217728,50,3,0.005888179,22.794439130,PASS
946584,gn1230,NCCL,268435456,50,1,0.011746188,22.852984251,PASS
946584,gn1230,NCCL,268435456,50,2,0.011746052,22.853248754,PASS
946584,gn1230,NCCL,268435456,50,3,0.011746173,22.853013785,PASS
946584,gn1230,NCCL,536870912,50,1,0.023461290,22.883264592,PASS
946584,gn1230,NCCL,536870912,50,2,0.023461354,22.883202598,PASS
946584,gn1230,NCCL,536870912,50,3,0.023461227,22.883326459,PASS
946584,gn1230,NCCL,1073741824,50,1,0.046891827,22.898272310,PASS
946584,gn1230,NCCL,1073741824,50,2,0.046891841,22.898265435,PASS
946584,gn1230,NCCL,1073741824,50,3,0.046891886,22.898243660,PASS
