job_id,node,backend,size_bytes,loop_count,trial,avg_time_s,gbps,correctness
946573,gn1230,MPI,524288,50,1,0.000068372,7.668155919,PASS
946573,gn1230,MPI,524288,50,2,0.000066914,7.835214919,PASS
946573,gn1230,MPI,524288,50,3,0.000066713,7.858879298,PASS
946573,gn1230,MPI,1048576,50,1,0.000152305,6.884730132,PASS
946573,gn1230,MPI,1048576,50,2,0.000234990,4.462224338,PASS
946573,gn1230,MPI,1048576,50,3,0.000237929,4.407102347,PASS
946573,gn1230,MPI,2097152,50,1,0.000365677,5.734988620,PASS
946573,gn1230,MPI,2097152,50,2,0.000428219,4.897379317,PASS
946573,gn1230,MPI,2097152,50,3,0.000394389,5.317471226,PASS
946573,gn1230,MPI,4194304,50,1,0.000870113,4.820415585,PASS
946573,gn1230,MPI,4194304,50,2,0.000879892,4.766839512,PASS
946573,gn1230,MPI,4194304,50,3,0.000825306,5.082118243,PASS
946573,gn1230,MPI,8388608,50,1,0.001692798,4.955469256,PASS
946573,gn1230,MPI,8388608,50,2,0.001469364,5.709006734,PASS
946573,gn1230,MPI,8388608,50,3,0.001395244,6.012288620,PASS
946573,gn1230,MPI,16777216,50,1,0.003805745,4.408391760,PASS
946573,gn1230,MPI,16777216,50,2,0.004175444,4.018067790,PASS
946573,gn1230,MPI,16777216,50,3,0.003331016,5.036666124,PASS
946573,gn1230,MPI,33554432,50,1,0.006355079,5.279939474,PASS
946573,gn1230,MPI,33554432,50,2,0.006125320,5.477988415,PASS
946573,gn1230,MPI,33554432,50,3,0.005915111,5.672662858,PASS
946573,gn1230,MPI,67108864,50,1,0.012729738,5.271818205,PASS
946573,gn1230,MPI,67108864,50,2,0.012766335,5.256705740,PASS
946573,gn1230,MPI,67108864,50,3,0.012977534,5.171156807,PASS
946573,gn1230,MPI,134217728,50,1,0.027077575,4.956785430,PASS
946573,gn1230,MPI,134217728,50,2,0.026803760,5.007421640,PASS
946573,gn1230,MPI,134217728,50,3,0.026919691,4.985856844,PASS
946573,gn1230,MPI,268435456,50,1,0.057695848,4.652595734,PASS
946573,gn1230,MPI,268435456,50,2,0.056757125,4.729546415,PASS
946573,gn1230,MPI,268435456,50,3,0.056332849,4.765167440,PASS
946573,gn1230,MPI,536870912,50,1,0.113139666,4.745205019,PASS
946573,gn1230,MPI,536870912,50,2,0.114203782,4.700990648,PASS
946573,gn1230,MPI,536870912,50,3,0.113274569,4.739553797,PASS
946573,gn1230,MPI,1073741824,50,1,0.222794241,4.819432571,PASS
946573,gn1230,MPI,1073741824,50,2,0.220766153,4.863706740,PASS
946573,gn1230,MPI,1073741824,50,3,0.221690943,4.843417650,PASS
946573,gn1230,NCCL,524288,50,1,0.000457858,1.145089552,PASS
946573,gn1230,NCCL,524288,50,2,0.000080883,6.482021468,PASS
946573,gn1230,NCCL,524288,50,3,0.000157468,3.329496989,PASS
946573,gn1230,NCCL,1048576,50,1,0.000204848,5.118799781,PASS
946573,gn1230,NCCL,1048576,50,2,0.000286446,3.660637775,PASS
946573,gn1230,NCCL,1048576,50,3,0.000208779,5.022419635,PASS
946573,gn1230,NCCL,2097152,50,1,0.000378843,5.535679674,PASS
946573,gn1230,NCCL,2097152,50,2,0.000498557,4.206441350,PASS
946573,gn1230,NCCL,2097152,50,3,0.000385327,5.442526852,PASS
946573,gn1230,NCCL,4194304,50,1,0.000682976,6.141214294,PASS
946573,gn1230,NCCL,4194304,50,2,0.000812034,5.165185728,PASS
946573,gn1230,NCCL,4194304,50,3,0.000857736,4.889969211,PASS
946573,gn1230,NCCL,8388608,50,1,0.001759683,4.767114441,PASS
946573,gn1230,NCCL,8388608,50,2,0.001856662,4.518112735,PASS
946573,gn1230,NCCL,8388608,50,3,0.001837462,4.565322784,PASS
946573,gn1230,NCCL,16777216,50,1,0.004547364,3.689437418,PASS
946573,gn1230,NCCL,16777216,50,2,0.003181455,5.273441571,PASS
946573,gn1230,NCCL,16777216,50,3,0.005758819,2.913308592,PASS
946573,gn1230,NCCL,33554432,50,1,0.005549840,6.046018350,PASS
946573,gn1230,NCCL,33554432,50,2,0.006172714,5.435928912,PASS
946573,gn1230,NCCL,33554432,50,3,0.006968700,4.815020374,PASS
946573,gn1230,NCCL,67108864,50,1,0.012817234,5.235830482,PASS
946573,gn1230,NCCL,67108864,50,2,0.011896728,5.640951517,PASS
946573,gn1230,NCCL,67108864,50,3,0.011297704,5.940044439,PASS
946573,gn1230,NCCL,134217728,50,1,0.027071368,4.957921963,PASS
946573,gn1230,NCCL,134217728,50,2,0.026697794,5.027296609,PASS
946573,gn1230,NCCL,134217728,50,3,0.028151909,4.767624454,PASS
946573,gn1230,NCCL,268435456,50,1,0.054786862,4.899631900,PASS
946573,gn1230,NCCL,268435456,50,2,0.056952167,4.713349258,PASS
946573,gn1230,NCCL,268435456,50,3,0.056033672,4.790609763,PASS
946573,gn1230,NCCL,536870912,50,1,0.115511076,4.647787294,PASS
946573,gn1230,NCCL,536870912,50,2,0.115338843,4.654727750,PASS
946573,gn1230,NCCL,536870912,50,3,0.114482703,4.689537359,PASS
946573,gn1230,NCCL,1073741824,50,1,0.229291161,4.682874901,PASS
946573,gn1230,NCCL,1073741824,50,2,0.218245058,4.919890664,PASS
946573,gn1230,NCCL,1073741824,50,3,0.222277668,4.830632944,PASS
